Admission_Year,Gender,Age,HSC_Passing_Year,Program,Semester,Meritorious_Scholarship,Use_Transport,Daily_Study_Hours,Study_Seats,Learning_Mode,Use_Smartphone,Has_PC,Daily_Social_Media_Hours,English_Proficiency,Attendance_Pct,Fell_Probation,Got_Suspension,Attends_Consultancy,Skills,Daily_Skill_Dev_Hours,Interested_Area,Relationship_Status,CoCurriculum_Activities,Living_With,Health_Issues,Previous_SGPA,Physical_Disabilities,Current_CGPA,Completed_Credits,Monthly_Family_Income,Income_Group,Age_Group
2021,Male,22,2020.0,BCSE,5,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,90,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,2.9,No,2.19,36.0,60000.0,50K-100K,21-22
2022,Male,20,2019.0,BCSE,2,No,No,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,1,"Software, Artificial Intelligence",Single,Yes,Bachelor,No,3.32,No,3.25,12.0,30000.0,<50K,18-20
2020,Male,22,2019.0,BCSE,8,No,No,6,2,Offline,Yes,Yes,2,Intermediate,0,Yes,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), design logo",1,"Software, Data Science",Single,No,Bachelor,No,3.3,No,3.15,90.0,36000.0,<50K,21-22
2019,Male,23,2017.0,BCSE,2,No,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",6,"Software, NETWORKING, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.92,No,3.78,123.0,30000.0,<50K,23-24
2014,Female,25,2013.0,BCSE,3,No,No,1,1,Online,Yes,Yes,12,Intermediate,80,Yes,Yes,Yes,"Software  Development skill, Web development skill(Frontend)",4,Software,Married,No,Family,Yes,2.8,Yes,2.5,115.0,20000.0,<50K,25+
2022,Male,21,2020.0,BCSE,2,Yes,No,4,2,Online,Yes,No,3,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.33,No,2.9,12.0,25000.0,<50K,21-22
2020,Male,23,2018.0,BCSE,8,Yes,Yes,5,6,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,3.66,No,3.81,87.0,38000.0,<50K,23-24
2019,Male,24,2018.0,BCSE,11,No,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Software  Development skill,3,Software,Single,Yes,Bachelor,No,3.78,No,3.13,124.0,15000.0,<50K,23-24
2020,Male,21,2019.0,BCSE,8,No,No,5,4,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.82,No,3.81,89.0,15000.0,<50K,21-22
2019,Female,23,2018.0,BCSE,11,Yes,Yes,4,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Networking,4,NETWORKING,Single,Yes,Bachelor,Yes,4.0,No,3.93,118.0,50000.0,50K-100K,23-24
2022,Male,21,2019.0,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.55,No,2.55,11.0,20000.0,<50K,21-22
2018,Male,25,2016.0,BCSE,12,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,No,"Web development skill(Backend), Web development skill(Frontend), Networking",2,"Software, NETWORKING, Web development ",Single,No,Bachelor,Yes,2.74,Yes,3.4,136.0,20000.0,<50K,25+
2019,Female,22,2017.0,BCSE,11,No,No,3,1,Online,Yes,Yes,5,Intermediate,90,No,No,No,"Software  Development skill, Web development skill(Backend)",2,Software,Single,No,Bachelor,No,3.65,No,3.59,1.0,30000.0,<50K,21-22
2020,Female,21,2019.0,BCSE,8,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,93,No,No,No,Programming,2,Machine Learning / Deep Learning,Single,No,Family,No,3.62,No,3.62,85.0,50000.0,50K-100K,21-22
2019,Male,20,2018.0,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,Learning frontend,1,NETWORKING,Single,No,Family,No,3.7,No,3.45,101.0,30000.0,<50K,18-20
2022,Male,21,2020.0,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Competitive programming,Single,No,Family,No,3.48,No,3.48,11.0,50000.0,50K-100K,21-22
2018,Male,25,2016.0,BCSE,11,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Backend),2,Software,Single,Yes,Family,No,3.86,No,3.56,129.0,60000.0,50K-100K,25+
2019,Male,23,2017.0,BCSE,10,Yes,Yes,4,4,Online,Yes,Yes,10,Intermediate,98,No,No,Yes,"Programming, Web development skill(Frontend)",2,Software,In a relationship,No,Family,No,3.38,No,3.81,117.0,15000.0,<50K,23-24
2020,Female,22,2019.0,BCSE,8,Yes,Yes,5,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Married,No,Family,No,3.07,No,3.42,75.0,500000.0,>200K,21-22
2019,Male,25,2017.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,6,Intermediate,90,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",4,Software,Single,Yes,Bachelor,No,2.59,No,3.06,130.0,50000.0,50K-100K,25+
2019,Male,23,2018.0,BCSE,11,No,No,2,3,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,"Web development skill(Backend), Networking",0,"Hardware, NETWORKING",Single,No,Bachelor,No,3.3,No,3.24,130.0,15000.0,<50K,23-24
2019,Female,22,2018.0,BCSE,11,Yes,Yes,4,4,Offline,Yes,Yes,10,Intermediate,99,No,No,Yes,"Web development skill(Frontend), Networking",2,NETWORKING,Single,Yes,Family,No,3.72,No,3.78,127.0,40000.0,<50K,21-22
2018,Male,23,2016.0,BCSE,3,No,No,2,2,Offline,Yes,Yes,5,Basic,75,Yes,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,2.55,No,2.65,120.0,20000.0,<50K,23-24
2021,Male,20,2020.0,BCSE,4,Yes,No,4,2,Offline,Yes,Yes,2,Basic,85,No,No,No,"Programming, Web development skill(Frontend)",3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.0,No,2.8,36.0,20000.0,<50K,18-20
2022,Male,20,2020.0,BCSE,2,Yes,Yes,2,4,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,"Programming, Game development ",1,"Software, Hardware, NETWORKING, Artificial Intelligence, UI/UX",Single,No,Bachelor,No,3.7,No,3.7,10.0,25000.0,<50K,18-20
2020,Male,22,2019.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, Data Science",Single,Yes,Bachelor,Yes,3.2,No,3.51,87.0,100000.0,100K-200K,21-22
2021,Male,21,2020.0,BCSE,3,Yes,Yes,5,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development skill(Frontend),4,"Software, Artificial Intelligence",Single,No,Family,No,3.57,No,3.67,23.0,35000.0,<50K,21-22
2021,Male,21,2020.0,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,1,Advance,97,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.17,No,2.85,20.0,30000.0,<50K,21-22
2022,Male,20,2020.0,BCSE,2,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,3,"Software, Artificial Intelligence",Single,No,Bachelor,No,3.78,No,3.78,28.0,25000.0,<50K,18-20
2019,Male,25,2017.0,BCSE,10,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,85,No,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend)",3,"Software, Machine Learning / Deep Learning",Single,Yes,Bachelor,Yes,3.9,No,3.59,87.0,40000.0,<50K,25+
2021,Male,21,2020.0,BCSE,3,No,Yes,4,2,Offline,Yes,Yes,4,Intermediate,50,No,No,No,Programming,1,"Software, Hardware, NETWORKING, Data Science",Single,No,Family,No,2.94,No,2.5,23.0,0.0,<50K,21-22
2021,Female,21,2020.0,BCSE,5,Yes,Yes,3,2,Offline,Yes,Yes,5,Basic,80,No,No,No,Programming,2,Software,Single,No,Family,No,2.89,No,2.8,87.0,20000.0,<50K,21-22
2021,Female,22,2020.0,BCSE,4,No,No,4,4,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,1.8,No,2.56,23.0,20000.0,<50K,21-22
2020,Female,22,2019.0,BCSE,8,No,No,4,3,Online,Yes,Yes,3,Intermediate,85,No,No,No,Programming,4,Hardware,Single,No,Bachelor,No,2.78,No,3.75,78.0,30000.0,<50K,21-22
2022,Female,20,2021.0,BCSE,6,No,No,1,5,Offline,Yes,No,2,Basic,100,Yes,No,Yes,Programming,4,Data Science,Single,No,Family,No,1.45,No,2.38,50.0,30000.0,<50K,18-20
2019,Female,25,2018.0,BCSE,10,No,No,5,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,In a relationship,Yes,Bachelor,No,2.45,No,3.54,140.0,34000.0,<50K,25+
2019,Male,23,2019.0,BCSE,10,Yes,No,6,3,Offline,Yes,No,4,Advance,80,No,No,No,Programming,1,Software,Single,Yes,Family,No,1.45,No,2.45,126.0,35000.0,<50K,23-24
2021,Female,20,2019.0,BCSE,6,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Machine Learning,2,Hardware,Single,No,Family,No,2.0,No,3.19,78.0,35000.0,<50K,18-20
2020,Male,24,2018.0,BCSE,11,Yes,No,1,2,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Programming,2,Hardware,Single,No,Bachelor,No,2.89,No,3.99,140.0,36000.0,<50K,23-24
2020,Female,20,2019.0,BCSE,10,No,No,2,1,Offline,Yes,Yes,8,Intermediate,70,No,No,Yes,Cyber security,1,Data Science,In a relationship,No,Bachelor,No,2.88,No,3.75,141.0,36000.0,<50K,18-20
2021,Male,20,2020.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,7,Basic,60,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,1.87,No,2.98,101.0,37000.0,<50K,18-20
2020,Male,20,2020.0,BCSE,9,No,No,1,1,Offline,Yes,No,3,Advance,54,Yes,No,Yes,Networking,3,Hardware,Single,Yes,Family,No,2.44,No,3.53,127.0,39000.0,<50K,18-20
2019,Female,22,2019.0,BCSE,10,No,No,4,2,Offline,Yes,No,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,2.8,No,3.65,126.0,40000.0,<50K,21-22
2019,Male,21,2019.0,BCSE,7,No,No,5,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Family,No,2.11,No,3.47,103.0,40000.0,<50K,21-22
2022,Male,22,2021.0,BCSE,5,No,No,4,1,Offline,Yes,Yes,3,Advance,87,No,No,No,Machine Learning,2,Data Science,Married,No,Bachelor,No,2.37,No,3.49,67.0,41000.0,<50K,21-22
2021,Male,23,2019.0,BCSE,9,No,No,3,1,Offline,Yes,Yes,3,Intermediate,87,Yes,No,No,Networking,2,Hardware,Married,No,Family,No,2.75,No,3.8,116.0,44000.0,<50K,23-24
2021,Female,21,2020.0,BCSE,9,No,No,3,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Cyber security,3,Software,In a relationship,No,Bachelor,No,1.98,No,2.91,117.0,44000.0,<50K,21-22
2020,Female,20,2020.0,BCSE,11,No,No,2,1,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Family,No,2.64,No,3.7,143.0,44000.0,<50K,18-20
2019,Male,22,2018.0,BCSE,9,No,No,5,2,Online,Yes,Yes,11,Intermediate,77,No,No,No,Networking,6,UI/UX,Single,Yes,Bachelor,No,1.77,No,2.66,133.0,45000.0,<50K,21-22
2022,Female,21,2020.0,BCSE,5,No,No,5,2,Offline,Yes,Yes,7,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,No,2.19,No,2.77,42.0,45000.0,<50K,21-22
2021,Male,22,2020.0,BCSE,6,Yes,No,5,5,Online,Yes,Yes,7,Advance,70,Yes,Yes,Yes,Web development skill(Frontend),3,Hardware,In a relationship,Yes,Bachelor,No,2.19,No,3.19,63.0,45000.0,<50K,21-22
2020,Female,20,2020.0,BCSE,8,No,No,3,1,Online,Yes,Yes,9,Intermediate,86,Yes,No,No,Programming,2,Data Science,Single,No,Bachelor,Yes,1.98,No,2.98,119.0,45000.0,<50K,18-20
2021,Female,20,2020.0,BCSE,9,No,No,4,2,Offline,Yes,Yes,2,Intermediate,78,Yes,No,No,Machine Learning,4,Data Science,In a relationship,Yes,Family,No,1.83,No,2.9,97.0,45000.0,<50K,18-20
2020,Female,21,2019.0,BCSE,9,No,No,3,1,Online,Yes,Yes,9,Intermediate,100,No,No,Yes,Web development skill(Backend),2,Software,In a relationship,No,Bachelor,No,1.87,No,2.82,139.0,46000.0,<50K,21-22
2020,Female,25,2019.0,BCSE,11,No,No,1,1,Online,Yes,Yes,3,Intermediate,68,No,No,No,Programming,2,UI/UX,Single,No,Bachelor,No,2.65,No,3.71,143.0,49000.0,<50K,25+
2020,Female,23,2018.0,BCSE,11,Yes,No,6,2,Offline,Yes,Yes,4,Advance,90,Yes,No,Yes,Programming,5,Software,Single,No,Family,No,2.19,No,3.45,122.0,50000.0,50K-100K,23-24
2022,Male,24,2019.0,BCSE,4,Yes,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,2.5,No,3.4,46.0,50000.0,50K-100K,23-24
2020,Male,25,2019.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,4,Hardware,In a relationship,No,Bachelor,No,2.82,No,3.85,143.0,50000.0,50K-100K,25+
2020,Female,22,2020.0,BCSE,8,No,No,2,1,Online,Yes,Yes,2,Basic,50,Yes,No,No,Cyber security,2,Data Science,In a relationship,No,Bachelor,No,1.34,No,2.68,98.0,50000.0,50K-100K,21-22
2022,Female,19,2021.0,BCSE,5,No,No,1,1,Offline,Yes,Yes,4,Basic,78,No,No,Yes,Programming,2,UI/UX,Single,No,Bachelor,No,2.68,No,3.79,80.0,50000.0,50K-100K,18-20
2019,Female,22,2017.0,BCSE,10,No,No,2,1,Online,Yes,Yes,1,Intermediate,80,Yes,No,No,Networking,1,Data Science,In a relationship,Yes,Family,No,1.97,No,2.98,79.0,52000.0,50K-100K,21-22
2021,Female,20,2020.0,BCSE,9,Yes,No,5,2,Offline,Yes,Yes,3,Advance,100,No,No,No,Web development skill(Backend),4,Data Science,Single,No,Family,No,2.76,No,3.86,127.0,52000.0,50K-100K,18-20
2019,Female,25,2019.0,BCSE,10,No,No,4,2,Offline,Yes,Yes,7,Advance,45,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,1.72,No,2.79,140.0,54000.0,50K-100K,25+
2020,Male,21,2020.0,BCSE,10,No,No,2,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,2.62,No,3.75,136.0,55000.0,50K-100K,21-22
2021,Female,20,2020.0,BCSE,7,No,No,2,1,Offline,Yes,Yes,2,Advance,87,No,No,No,Networking,4,Hardware,In a relationship,No,Bachelor,No,1.51,No,2.59,99.0,55000.0,50K-100K,18-20
2022,Female,22,2021.0,BCSE,5,No,No,2,3,Offline,Yes,No,2,Intermediate,95,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,1.45,No,2.53,65.0,55000.0,50K-100K,21-22
2022,Male,21,2021.0,BCSE,5,No,No,2,1,Offline,Yes,No,4,Intermediate,100,No,No,No,Machine Learning,2,UI/UX,Single,No,Bachelor,No,2.16,No,3.24,66.0,57000.0,50K-100K,21-22
2022,Male,21,2021.0,BCSE,6,No,No,2,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Web development skill(Frontend),2,Software,Married,Yes,Family,No,2.56,No,3.62,143.0,58000.0,50K-100K,21-22
2019,Male,21,2018.0,BCSE,11,Yes,No,1,1,Offline,Yes,Yes,7,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,1.97,No,3.1,144.0,59000.0,50K-100K,21-22
2020,Female,23,2019.0,BCSE,7,No,No,2,2,Offline,Yes,Yes,3,Intermediate,90,Yes,No,No,Networking,1,Data Science,In a relationship,Yes,Family,No,2.33,No,3.31,32.0,60000.0,50K-100K,23-24
2020,Female,20,2020.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,1.6,No,2.68,143.0,60000.0,50K-100K,18-20
2021,Male,20,2021.0,BCSE,7,No,No,4,3,Offline,Yes,Yes,6,Intermediate,80,No,No,No,Machine Learning,3,Hardware,In a relationship,Yes,Bachelor,No,2.11,No,3.22,97.0,60000.0,50K-100K,18-20
2021,Female,20,2021.0,BCSE,7,No,No,3,1,Online,Yes,Yes,7,Basic,100,Yes,Yes,No,Programming,2,Software,Single,Yes,Bachelor,No,1.19,No,2.16,103.0,60000.0,50K-100K,18-20
2020,Male,21,2019.0,BCSE,9,No,No,4,2,Online,Yes,Yes,5,Advance,100,No,No,Yes,Machine Learning,2,Software,Single,No,Bachelor,No,2.65,No,3.78,121.0,61000.0,50K-100K,21-22
2020,Male,20,2020.0,BCSE,10,No,No,2,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,1,Data Science,In a relationship,Yes,Bachelor,No,2.67,No,3.7,135.0,61000.0,50K-100K,18-20
2020,Male,24,2019.0,BCSE,11,No,No,3,3,Online,Yes,Yes,3,Intermediate,46,Yes,No,No,Cyber security,2,Data Science,Single,No,Family,No,2.44,No,3.51,144.0,64000.0,50K-100K,23-24
2020,Male,24,2019.0,BCSE,11,No,No,3,3,Offline,Yes,Yes,3,Advance,75,Yes,No,Yes,Networking,1,Hardware,In a relationship,Yes,Bachelor,No,1.65,No,2.68,143.0,65000.0,50K-100K,23-24
2020,Male,20,2020.0,BCSE,11,No,No,2,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,2,Data Science,Married,Yes,Family,No,2.5,No,3.61,143.0,65000.0,50K-100K,18-20
2021,Female,20,2020.0,BCSE,6,No,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,No,Web development skill(Frontend),2,Software,In a relationship,Yes,Family,No,2.07,No,3.39,84.0,66000.0,50K-100K,18-20
2020,Female,20,2020.0,BCSE,8,No,No,4,2,Online,Yes,Yes,6,Advance,100,No,No,Yes,Web development skill(Backend),1,UI/UX,Single,No,Family,No,1.77,No,2.64,119.0,66000.0,50K-100K,18-20
2021,Male,20,2020.0,BCSE,7,Yes,No,3,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.11,No,3.21,102.0,66000.0,50K-100K,18-20
2022,Female,21,2021.0,BCSE,5,No,No,2,1,Offline,Yes,No,2,Intermediate,46,Yes,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,No,2.33,No,3.41,63.0,66000.0,50K-100K,21-22
2022,Female,20,2021.0,BCSE,5,No,No,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development skill(Frontend),4,Software,In a relationship,Yes,Bachelor,No,2.77,No,3.84,58.0,66000.0,50K-100K,18-20
2019,Male,21,2018.0,BCSE,11,Yes,No,5,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,Software,Single,No,Family,No,2.87,No,3.98,140.0,67000.0,50K-100K,21-22
2019,Male,22,2017.0,BCSE,10,No,No,4,1,Online,Yes,Yes,7,Intermediate,100,No,No,No,Web development skill(Backend),2,Software,Single,No,Bachelor,No,2.19,No,3.43,140.0,68000.0,50K-100K,21-22
2020,Male,22,2019.0,BCSE,10,No,No,2,1,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,2.11,No,3.39,132.0,68000.0,50K-100K,21-22
2020,Male,25,2019.0,BCSE,11,No,No,1,2,Offline,Yes,Yes,2,Intermediate,51,No,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,Yes,2.51,No,3.57,143.0,68000.0,50K-100K,25+
2020,Male,22,2019.0,BCSE,9,No,No,3,2,Online,Yes,Yes,3,Basic,100,No,No,No,Networking,2,Hardware,Single,Yes,Bachelor,No,2.22,No,3.38,124.0,68000.0,50K-100K,21-22
2021,Female,20,2020.0,BCSE,8,No,No,2,2,Offline,Yes,Yes,2,Intermediate,34,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,1.86,No,2.91,102.0,68000.0,50K-100K,18-20
2021,Female,22,2021.0,BCSE,9,No,No,1,1,Offline,Yes,No,8,Basic,50,No,No,No,Artificial Intelligence,1,Data Science,Married,Yes,Family,No,1.87,No,2.95,140.0,68000.0,50K-100K,21-22
2022,Female,21,2021.0,BCSE,8,Yes,No,5,2,Online,Yes,Yes,3,Basic,87,No,No,Yes,Cyber security,2,Data Science,Single,No,Bachelor,No,2.88,No,3.91,127.0,68000.0,50K-100K,21-22
2020,Female,23,2018.0,BCSE,10,No,No,3,3,Online,Yes,Yes,6,Intermediate,99,Yes,Yes,No,Web development skill(Backend),1,Data Science,Single,No,Family,No,1.91,No,310.0,123.0,70000.0,50K-100K,23-24
2021,Female,20,2020.0,BCSE,8,No,No,3,3,Online,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,UI/UX,In a relationship,No,Family,No,1.81,No,2.9,101.0,70000.0,50K-100K,18-20
2022,Male,20,2020.0,BCSE,6,No,No,2,2,Offline,Yes,Yes,2,Intermediate,56,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,Yes,1.72,No,2.8,80.0,70000.0,50K-100K,18-20
2021,Female,20,2020.0,BCSE,9,No,No,1,1,Offline,Yes,Yes,3,Intermediate,76,No,No,Yes,Web development skill(Backend),2,Software,In a relationship,No,Bachelor,No,1.56,No,2.63,104.0,70000.0,50K-100K,18-20
2021,Female,24,2021.0,BCSE,6,No,No,1,1,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,2.23,No,3.39,98.0,70000.0,50K-100K,23-24
2022,Female,21,2021.0,BCSE,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Networking,2,Hardware,In a relationship,No,Bachelor,No,2.67,No,3.74,77.0,70000.0,50K-100K,21-22
2022,Female,19,2022.0,BCSE,3,No,No,4,3,Online,Yes,Yes,4,Intermediate,63,No,No,No,Web development skill(Frontend),2,Software,In a relationship,No,Bachelor,Yes,1.65,No,2.87,35.0,70000.0,50K-100K,18-20
2021,Female,20,2020.0,BCSE,9,No,No,2,1,Online,Yes,Yes,6,Advance,90,No,No,Yes,Machine Learning,2,Software,In a relationship,No,Family,No,2.44,No,3.88,132.0,71000.0,50K-100K,18-20
2022,Male,20,2021.0,BCSE,6,No,No,4,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Networking,4,Hardware,Married,Yes,Family,No,1.56,No,2.63,70.0,74000.0,50K-100K,18-20
2020,Female,21,2019.0,BCSE,10,No,No,6,4,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Networking,4,Hardware,In a relationship,No,Bachelor,Yes,2.21,No,3.21,145.0,75000.0,50K-100K,21-22
2020,Male,20,2020.0,BCSE,11,No,No,1,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.61,No,3.68,143.0,75000.0,50K-100K,18-20
2021,Female,24,2019.0,BCSE,10,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Artificial Intelligence,2,Data Science,In a relationship,No,Bachelor,No,2.41,No,3.5,136.0,76000.0,50K-100K,23-24
2021,Male,20,2020.0,BCSE,9,Yes,No,4,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Machine Learning,2,Data Science,In a relationship,Yes,Bachelor,No,2.73,No,3.8,121.0,76000.0,50K-100K,18-20
2020,Male,22,2020.0,BCSE,9,No,No,2,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Networking,4,Hardware,Married,No,Family,Yes,2.87,No,3.93,121.0,76000.0,50K-100K,21-22
2022,Male,20,2021.0,BCSE,5,No,No,3,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Networking,3,Hardware,Single,No,Bachelor,No,1.56,No,2.66,71.0,76000.0,50K-100K,18-20
2022,Male,25,2018.0,BCSE,6,No,No,3,2,Online,Yes,Yes,8,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,2.87,No,3.98,143.0,77000.0,50K-100K,25+
2021,Male,23,2019.0,BCSE,8,No,No,3,1,Online,Yes,Yes,7,Advance,89,No,No,No,Machine Learning,1,Data Science,Single,No,Bachelor,No,1.79,No,2.85,104.0,77000.0,50K-100K,23-24
2019,Male,21,2019.0,BCSE,10,Yes,No,7,3,Online,Yes,Yes,3,Advance,100,No,No,No,Programming,2,UI/UX,Single,No,Family,No,2.88,No,3.93,139.0,77000.0,50K-100K,21-22
2020,Female,22,2019.0,BCSE,9,No,No,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,1,Data Science,In a relationship,No,Bachelor,Yes,2.78,No,3.84,120.0,77000.0,50K-100K,21-22
2021,Female,22,2020.0,BCSE,6,Yes,No,1,1,Online,Yes,Yes,4,Basic,98,No,No,No,Cyber security,3,Hardware,In a relationship,Yes,Family,Yes,2.36,Yes,3.19,70.0,77000.0,50K-100K,21-22
2020,Female,21,2020.0,BCSE,7,No,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,2.03,No,3.15,65.0,78000.0,50K-100K,21-22
2020,Female,20,2019.0,BCSE,7,Yes,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,No,Networking,1,UI/UX,Single,Yes,Family,No,2.44,No,3.78,88.0,79000.0,50K-100K,18-20
2021,Male,20,2020.0,BCSE,7,No,No,5,3,Offline,Yes,Yes,5,Intermediate,50,No,No,Yes,Web development skill(Backend),3,UI/UX,Single,No,Family,No,1.66,No,2.99,97.0,79000.0,50K-100K,18-20
2019,Male,21,2018.0,BCSE,10,No,Yes,6,4,Offline,Yes,Yes,3,Advance,80,No,No,No,Cyber security,2,UI/UX,Single,Yes,Family,No,2.54,No,3.76,126.0,80000.0,50K-100K,21-22
2020,Female,22,2019.0,BCSE,11,Yes,No,2,1,Online,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Hardware,Single,No,Family,No,2.79,No,3.59,125.0,80000.0,50K-100K,21-22
2019,Male,20,2019.0,BCSE,11,No,No,2,1,Offline,Yes,Yes,6,Basic,77,Yes,Yes,Yes,Cyber security,2,Hardware,In a relationship,No,Bachelor,No,1.55,No,2.67,144.0,80000.0,50K-100K,18-20
2021,Male,21,2020.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Networking,2,Data Science,Single,No,Family,Yes,1.25,No,2.57,101.0,80000.0,50K-100K,21-22
2020,Female,20,2020.0,BCSE,10,No,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,2.56,No,3.61,131.0,80000.0,50K-100K,18-20
